station_code,country,lat,lon,n_obs
ES014ESPF14-RW-01-040,ES,42.39247,-8.46484,2
ES014ESPF14-RW-01-080,ES,42.35260,-8.44671,1
ES014ESPF14-RW-01-100,ES,42.34557,-8.55911,3
ES014ESPF14-RW-01-110,ES,42.33951,-8.55590,2
ES014ESPF14-RW-01-135,ES,,,2
ES014ESPF14-RW-01-140,ES,42.20159,-8.76525,1
ES014ESPF14-RW-02-010,ES,,,1
ES014ESPF14-RW-03-050,ES,,,2
ES014ESPF14-RW-03-070,ES,42.51814,-8.51488,2
ES014ESPF14-RW-03-080,ES,42.45152,-8.59555,1
ES014ESPF14-RW-04-020,ES,,,2
ES014ESPF14-RW-04-040,ES,,,2
ES014ESPF14-RW-04-050,ES,42.60258,-8.63107,1
ES014ESPF14-RW-04-070,ES,,,3
ES014ESPF14-RW-04-085,ES,,,2
ES014ESPF14-RW-04-090,ES,42.52703,-8.75806,5
ES014ESPF14-RW-05-030,ES,,,3
ES014ESPF14-RW-05-050,ES,,,2
ES014ESPF14-RW-05-060,ES,,,3
ES014ESPF14-RW-05-080,ES,,,1
ES014ESPF14-RW-05-100,ES,,,1
ES014ESPF14-RW-05-110,ES,42.84398,-8.06478,1
ES014ESPF14-RW-05-140,ES,,,1
ES014ESPF14-RW-05-160,ES,,,1
ES014ESPF14-RW-05-190,ES,,,2
ES014ESPF14-RW-05-200,ES,42.75267,-8.52372,1
ES014ESPF14-RW-05-205,ES,,,3
ES014ESPF14-RW-05-220,ES,,,1
ES014ESPF14-RW-05-240,ES,,,2
ES014ESPF14-RW-05-250,ES,42.82092,-8.33203,6
ES014ESPF14-RW-05-290,ES,,,1
ES014ESPF14-RW-05-300,ES,,,1
ES014ESPF14-RW-05-305,ES,,,1
ES014ESPF14-RW-05-310,ES,42.74370,-8.60183,6
ES014ESPF14-RW-05-320,ES,,,4
ES014ESPF14-RW-05-330,ES,42.85612,-8.63395,5
ES014ESPF14-RW-05-380,ES,42.74340,-8.65991,1
ES014ESPF14-RW-05-400,ES,,,1
ES014ESPF14-RW-05-410,ES,,,3
ES014ESPF14-RW-05-430,ES,,,3
ES014ESPF14-RW-06-020,ES,,,1
ES014ESPF14-RW-06-050,ES,,,3
ES014ESPF14-RW-06-060,ES,,,3
ES014ESPF14-RW-06-070,ES,43.15393,-8.45210,1
ES014ESPF14-RW-06-080,ES,,,3
ES014ESPF14-RW-06-100,ES,,,4
ES014ESPF14-RW-06-115,ES,42.97791,-8.46840,3
ES014ESPF14-RW-06-120,ES,,,3
ES014ESPF14-RW-06-130,ES,,,1
ES014ESPF14-RW-06-140,ES,,,2
ES014ESPF14-RW-06-165,ES,,,1
ES014ESPF14-RW-06-180,ES,42.97721,-8.59165,3
ES014ESPF14-RW-06-185,ES,,,4
ES014ESPF14-RW-06-200,ES,,,3
ES014ESPF14-RW-06-220,ES,,,2
ES014ESPF14-RW-06-250,ES,,,1
ES014ESPF14-RW-06-260,ES,,,1
ES014ESPF14-RW-06-280,ES,,,2
ES014ESPF14-RW-07-010,ES,,,1
ES014ESPF14-RW-07-020,ES,43.00065,-8.89670,2
ES014ESPF14-RW-07-100,ES,,,1
ES014ESPF14-RW-08-010,ES,,,1
ES014ESPF14-RW-08-020,ES,43.04419,-9.13463,3
ES014ESPF14-RW-08-030,ES,43.00156,-9.23077,2
ES014ESPF14-RW-09-010,ES,43.14663,-8.99397,7
ES014ESPF14-RW-09-020,ES,,,4
ES014ESPF14-RW-09-030,ES,43.13648,-9.10391,5
ES014ESPF14-RW-09-040,ES,,,1
ES014ESPF14-RW-09-050,ES,,,1
ES014ESPF14-RW-09-070,ES,,,1
ES014ESPF14-RW-10-030,ES,,,1
ES014ESPF14-RW-10-040,ES,43.20503,-8.72285,3
ES014ESPF14-RW-10-050,ES,,,4
ES014ESPF14-RW-10-060,ES,,,3
ES014ESPF14-RW-10-070,ES,,,6
ES014ESPF14-RW-10-080,ES,,,1
ES014ESPF14-RW-11-010,ES,43.25225,-8.25170,3
ES014ESPF14-RW-11-030,ES,,,2
ES014ESPF14-RW-11-040,ES,,,3
ES014ESPF14-RW-11-060,ES,43.28647,-8.33198,1
ES014ESPF14-RW-11-080,ES,,,2
ES014ESPF14-RW-12-020,ES,,,5
ES014ESPF14-RW-12-030,ES,43.11249,-8.00305,2
ES014ESPF14-RW-12-050,ES,,,1
ES014ESPF14-RW-12-060,ES,,,3
ES014ESPF14-RW-12-070,ES,,,3
ES014ESPF14-RW-12-080,ES,43.26728,-8.16719,2
ES014ESPF14-RW-12-090,ES,,,4
ES014ESPF14-RW-12-100,ES,,,7
ES014ESPF14-RW-13-030,ES,43.40471,-7.88247,3
ES014ESPF14-RW-13-050,ES,43.42028,-8.10612,3
ES014ESPF14-RW-13-060,ES,,,1
ES014ESPF14-RW-14-040,ES,43.53525,-8.04882,2
ES014ESPF14-RW-14-070,ES,,,2
ES014ESPF14-RW-14-080,ES,43.50447,-8.15294,1
ES014ESPF14-RW-15-020,ES,,,1
ES014ESPF14-RW-15-030,ES,,,2
ES014ESPF14-RW-15-040,ES,,,2
ES014ESPF14-RW-15-050,ES,43.57739,-7.90086,3
ES014ESPF14-RW-15-060,ES,43.63857,-7.90848,1
ES014ESPF14-RW-15-090,ES,,,2
ES014ESPF14-RW-16-010,ES,,,3
ES014ESPF14-RW-16-030,ES,43.55460,-7.75413,3
ES014ESPF14-RW-16-040,ES,,,4
ES014ESPF14-RW-17-010,ES,43.56338,-7.37424,2
ES014ESPF14-RW-17-020,ES,,,2
ES014ESPF14-RW-17-050,ES,,,1
ES014ESPF14-RW-17-060,ES,43.53141,-7.42346,1
ES014ESPF14-RW-17-070,ES,,,2
ES014ESPF14-RW-17-090,ES,,,1
ES014ESPF14-RW-17-100,ES,,,1
ES014ESPF14-RW-17-110,ES,43.56409,-7.60704,3
ES014ESPF14-RW-17-120,ES,,,1
ES014ESPF14-RW-18-010,ES,43.47581,-7.33577,3
ES014ESPF14-RW-18-020,ES,,,3
ES014ESPF14-RW-19-020,ES,,,1
ES020ESPF004300000,ES,41.80517,-2.45090,4
ES020ESPF004300001,ES,41.60045,-3.38526,27
ES020ESPF004300002,ES,41.66397,-3.68602,8
ES020ESPF004300003,ES,,,13
ES020ESPF004300004,ES,,,17
ES020ESPF004300006,ES,,,14
ES020ESPF004300007,ES,,,9
ES020ESPF004300008,ES,41.71699,-4.66712,24
ES020ESPF004300009,ES,41.58953,-4.81583,11
ES020ESPF004300010,ES,40.61349,-4.78140,3
ES020ESPF004300011,ES,40.95041,-4.10790,7
ES020ESPF004300012,ES,41.50583,-4.91637,8
ES020ESPF004300013,ES,,,21
ES020ESPF004300014,ES,,,23
ES020ESPF004300015,ES,41.95842,-4.51997,10
ES020ESPF004300016,ES,42.20490,-5.82497,13
ES020ESPF004300017,ES,41.49820,-5.39706,17
ES020ESPF004300018,ES,41.63183,-5.62369,14
ES020ESPF004300019,ES,,,10
ES020ESPF004300020,ES,,,12
ES020ESPF004300021,ES,,,16
ES020ESPF004300022,ES,41.94576,-5.66955,8
ES020ESPF004300024,ES,,,11
ES020ESPF004300025,ES,,,18
ES020ESPF004300027,ES,41.88908,-5.74128,3
ES020ESPF004300028,ES,,,16
ES020ESPF004300030,ES,42.31685,-3.82783,24
ES020ESPF004300031,ES,,,30
ES020ESPF004300033,ES,42.52498,-5.54073,20
ES020ESPF004300034,ES,,,10
ES020ESPF004300035,ES,,,19
ES020ESPF004300036,ES,42.50495,-4.72624,18
ES020ESPF004300037,ES,,,18
ES020ESPF004300038,ES,41.67042,-3.79871,11
ES020ESPF004300040,ES,41.86385,-7.44181,7
ES020ESPF004300041,ES,41.01191,-4.21220,15
ES020ESPF004300042,ES,41.31807,-4.95093,22
ES020ESPF004300045,ES,40.76536,-4.69405,5
ES020ESPF004300046,ES,41.49569,-2.70023,8
ES020ESPF004300048,ES,,,12
ES020ESPF004300050,ES,41.43768,-5.30090,8
ES020ESPF004300052,ES,42.46526,-3.80288,4
ES020ESPF004300053,ES,42.87280,-4.47439,3
ES020ESPF004300055,ES,42.41031,-4.31410,4
ES020ESPF004300056,ES,42.30095,-4.15916,5
ES020ESPF004300057,ES,41.80902,-4.01106,10
ES020ESPF004300060,ES,42.06627,-4.97121,6
ES020ESPF004300061,ES,43.04741,-5.12821,7
ES020ESPF004300062,ES,43.03013,-4.85874,5
ES020ESPF004300063,ES,43.00983,-5.26309,3
ES020ESPF004300064,ES,42.75627,-5.98994,3
ES020ESPF004300065,ES,42.09320,-5.82653,5
ES020ESPF004300067,ES,41.71685,-6.14643,7
ES020ESPF004300068,ES,,,10
ES020ESPF004300070,ES,41.65853,-2.20181,9
ES020ESPF004300071,ES,41.37140,-3.91215,9
ES020ESPF004300072,ES,,,13
ES020ESPF004300074,ES,,,3
ES020ESPF004300075,ES,,,10
ES020ESPF004300077,ES,,,24
ES020ESPF004300078,ES,,,17
ES020ESPF004300079,ES,,,15
ES020ESPF004300080,ES,,,4
ES020ESPF004300081,ES,,,6
ES020ESPF004300084,ES,,,16
ES020ESPF004300086,ES,,,14
ES020ESPF004300088,ES,,,19
ES020ESPF004300090,ES,,,15
ES020ESPF004300092,ES,,,9
ES020ESPF004300095,ES,,,11
ES020ESPF004300096,ES,,,17
ES020ESPF004300097,ES,,,17
ES020ESPF004300099,ES,,,16
ES020ESPF004300100,ES,,,9
ES020ESPF004300101,ES,,,16
ES020ESPF004300102,ES,42.06580,-5.49655,4
ES020ESPF004300103,ES,,,9
ES020ESPF004300104,ES,41.44031,-4.66511,10
ES020ESPF004300105,ES,41.36178,-4.46979,7
ES020ESPF004300106,ES,,,7
ES020ESPF004300108,ES,,,8
ES020ESPF004300109,ES,,,8
ES020ESPF004300110,ES,,,10
ES020ESPF004300116,ES,,,7
ES020ESPF004300117,ES,,,7
ES020ESPF004300118,ES,40.88018,-6.60803,3
ES020ESPF004300119,ES,,,16
ES020ESPF004300120,ES,,,5
ES020ESPF004300121,ES,42.08003,-3.30527,2
ES020ESPF004300122,ES,,,4
ES020ESPF004300123,ES,,,20
ES020ESPF004300125,ES,42.97930,-4.46541,9
ES020ESPF004300127,ES,42.50425,-4.37251,12
ES020ESPF004300128,ES,42.44568,-4.03727,11
ES020ESPF004300129,ES,42.68263,-4.42243,3
ES020ESPF004300130,ES,41.39161,-3.08804,1
ES020ESPF004300131,ES,,,12
ES020ESPF004300132,ES,42.61146,-4.99923,2
ES020ESPF004300133,ES,,,7
ES020ESPF004300134,ES,41.42418,-2.88682,2
ES020ESPF004300135,ES,40.71819,-6.78193,1
ES020ESPF004300195,ES,,,14
ES020ESPF004300198,ES,41.60701,-6.20634,2
ES020ESPF004300199,ES,,,8
ES020ESPF004300200,ES,41.97536,-3.48517,5
ES020ESPF004300201,ES,40.93780,-6.21614,2
ES020ESPF004300203,ES,,,9
ES020ESPF004300204,ES,41.65214,-3.05428,3
ES020ESPF004300205,ES,41.49486,-4.02201,8
ES020ESPF004300206,ES,41.45651,-3.45868,10
ES020ESPF004300208,ES,41.22731,-4.00140,5
ES020ESPF004300209,ES,41.29614,-3.80121,10
ES020ESPF004300211,ES,41.01092,-6.65183,4
ES020ESPF004300212,ES,,,17
ES020ESPF004300213,ES,41.03985,-4.29608,7
ES020ESPF004300214,ES,,,8
ES020ESPF004300216,ES,42.72915,-5.63659,8
ES020ESPF004300217,ES,42.48874,-5.87843,4
ES020ESPF004300218,ES,41.06913,-4.50877,8
ES020ESPF004300219,ES,41.99631,-6.10760,6
ES020ESPF004300221,ES,42.32803,-3.59321,7
ES020ESPF004300222,ES,42.36952,-5.93416,6
ES020ESPF004300223,ES,41.84471,-4.54402,2
ES020ESPF004300225,ES,,,9
ES020ESPF004300227,ES,,,5
ES020ESPF004300229,ES,41.63300,-2.93696,1
ES020ESPF004300230,ES,41.80890,-5.15280,7
ES020ESPF004300231,ES,42.87798,-4.39535,1
ES020ESPF004300233,ES,42.49566,-5.55697,7
ES020ESPF004300235,ES,41.96480,-4.31039,7
ES020ESPF004300236,ES,,,5
ES020ESPF004300237,ES,41.76241,-2.50744,6
ES020ESPF004300239,ES,41.43782,-5.64112,14
ES020ESPF004300241,ES,40.98290,-6.79295,7
ES020ESPF004300242,ES,40.63011,-6.69870,4
ES020ESPF004300243,ES,42.36273,-5.90341,12
ES020ESPF004300245,ES,41.32431,-6.15166,9
ES020ESPF004300246,ES,41.04446,-5.65330,7
ES020ESPF004300249,ES,41.56937,-4.40726,6
ES020ESPF004300250,ES,42.60900,-5.62396,7
ES020ESPF004300254,ES,41.47250,-5.09809,4
ES020ESPF004300258,ES,42.93348,-4.31104,2
ES020ESPF004300259,ES,42.70095,-5.56245,3
ES020ESPF004300260,ES,41.88082,-7.54672,6
ES020ESPF004300261,ES,41.91678,-6.00404,2
ES020ESPF004300264,ES,42.05027,-7.45198,6
ES020ESPF004300266,ES,42.43765,-6.17635,2
ES020ESPF004300268,ES,41.00752,-3.96855,3
ES020ESPF004300269,ES,40.64292,-5.17921,1
ES020ESPF004300272,ES,41.87339,-3.22083,1
ES020ESPF004300274,ES,42.82706,-5.40723,3
ES020ESPF004300277,ES,42.20367,-3.27466,3
ES020ESPF004300278,ES,41.99130,-3.02546,1
ES020ESPF004300279,ES,41.86471,-3.69230,10
ES020ESPF004300280,ES,41.64856,-4.66425,10
ES020ESPF004300281,ES,41.56210,-4.81742,2
ES020ESPF004300282,ES,41.50901,-5.55693,10
ES020ESPF004300284,ES,42.41026,-6.40706,3
ES020ESPF004300285,ES,,,13
ES020ESPF004300286,ES,40.89517,-4.55486,4
ES020ESPF004300287,ES,41.17719,-4.53857,4
ES020ESPF004300288,ES,,,5
ES020ESPF004300289,ES,,,10
ES020ESPF004300290,ES,42.04456,-4.62674,8
ES020ESPF004300294,ES,42.91753,-5.65235,4
ES020ESPF004300295,ES,,,2
ES020ESPF004300296,ES,42.87869,-5.73033,3
ES020ESPF004300298,ES,42.96617,-5.43376,1
ES020ESPF004300299,ES,42.91858,-5.27078,3
ES020ESPF004300301,ES,42.83609,-5.28477,4
ES020ESPF004300302,ES,42.73206,-5.35167,1
ES020ESPF004300303,ES,,,2
ES020ESPF004300304,ES,42.87701,-5.50333,4
ES020ESPF004300307,ES,42.43543,-5.87452,7
ES020ESPF004300308,ES,42.88808,-5.98743,3
ES020ESPF004300309,ES,42.84653,-4.50447,4
ES020ESPF004300310,ES,42.83325,-6.01681,3
ES020ESPF004300311,ES,42.75628,-5.96101,1
ES020ESPF004300313,ES,42.72511,-6.02230,2
ES020ESPF004300314,ES,42.68664,-5.87980,7
ES020ESPF004300316,ES,42.84664,-4.85431,1
ES020ESPF004300318,ES,42.65149,-4.69813,4
ES020ESPF004300320,ES,42.75590,-4.27159,4
ES020ESPF004300321,ES,42.54679,-4.28378,6
ES020ESPF004300322,ES,42.54791,-4.20496,7
ES020ESPF004300323,ES,42.73882,-5.03457,2
ES020ESPF004300324,ES,42.55861,-6.13993,7
ES020ESPF004300325,ES,42.49699,-6.14652,3
ES020ESPF004300326,ES,,,11
ES020ESPF004300327,ES,42.46690,-3.59250,7
ES020ESPF004300328,ES,42.27338,-3.77046,10
ES020ESPF004300329,ES,,,7
ES020ESPF004300330,ES,41.88781,-5.49251,5
ES020ESPF004300331,ES,41.88524,-4.91576,6
ES020ESPF004300332,ES,41.72016,-5.39319,5
ES020ESPF004300334,ES,42.54728,-3.95676,5
ES020ESPF004300336,ES,42.19511,-4.45253,9
ES020ESPF004300337,ES,42.38723,-6.33183,3
ES020ESPF004300338,ES,42.35435,-6.25588,4
ES020ESPF004300341,ES,42.39475,-3.51009,5
ES020ESPF004300342,ES,42.34587,-4.18015,3
ES020ESPF004300345,ES,42.26409,-6.31385,1
ES020ESPF004300346,ES,,,8
ES020ESPF004300348,ES,42.50430,-3.93389,1
ES020ESPF004300349,ES,42.42357,-3.88608,6
ES020ESPF004300350,ES,42.31150,-4.64762,7
ES020ESPF004300351,ES,42.24010,-3.50083,5
ES020ESPF004300352,ES,42.26899,-5.92888,6
ES020ESPF004300353,ES,42.21226,-5.85033,7
ES020ESPF004300354,ES,42.36398,-4.35297,11
ES020ESPF004300355,ES,42.14832,-5.33954,6
ES020ESPF004300356,ES,42.12248,-6.62097,3
ES020ESPF004300357,ES,42.08681,-6.69575,1
ES020ESPF004300358,ES,,,5
ES020ESPF004300359,ES,,,17
ES020ESPF004300360,ES,42.04147,-6.69418,2
ES020ESPF004300362,ES,42.10835,-6.46024,3
ES020ESPF004300363,ES,42.10184,-6.36760,2
ES020ESPF004300364,ES,42.08643,-6.31675,3
ES020ESPF004300365,ES,,,7
ES020ESPF004300367,ES,41.96244,-7.50259,2
ES020ESPF004300368,ES,41.91245,-7.56336,6
ES020ESPF004300369,ES,41.91990,-7.40610,4
ES020ESPF004300371,ES,41.97523,-3.10024,4
ES020ESPF004300373,ES,42.02081,-3.17137,2
ES020ESPF004300374,ES,41.96034,-3.23774,4
ES020ESPF004300375,ES,42.10242,-3.32452,1
ES020ESPF004300376,ES,42.11406,-3.37047,1
ES020ESPF004300377,ES,42.09340,-6.02000,5
ES020ESPF004300378,ES,41.95694,-7.26369,6
ES020ESPF004300379,ES,41.93457,-7.28089,9
ES020ESPF004300380,ES,42.04425,-4.74447,6
ES020ESPF004300381,ES,42.13069,-4.73930,4
ES020ESPF004300383,ES,,,6
ES020ESPF004300384,ES,41.78792,-4.58875,6
ES020ESPF004300385,ES,41.93608,-6.54284,3
ES020ESPF004300386,ES,41.91875,-2.43247,2
ES020ESPF004300387,ES,41.90191,-2.52303,3
ES020ESPF004300388,ES,41.95160,-3.00759,2
ES020ESPF004300389,ES,41.93936,-6.40934,2
ES020ESPF004300390,ES,41.95138,-6.26389,5
ES020ESPF004300391,ES,41.80626,-6.47580,5
ES020ESPF004300392,ES,41.71979,-6.53200,4
ES020ESPF004300393,ES,41.71207,-6.50092,7
ES020ESPF004300395,ES,41.93086,-2.91347,2
ES020ESPF004300396,ES,41.93948,-4.20136,9
ES020ESPF004300397,ES,41.89394,-6.10359,5
ES020ESPF004300398,ES,41.94764,-5.86270,4
ES020ESPF004300399,ES,41.79158,-6.20797,1
ES020ESPF004300400,ES,41.76848,-6.25333,3
ES020ESPF004300401,ES,41.73325,-4.36621,3
ES020ESPF004300402,ES,,,7
ES020ESPF004300403,ES,41.81356,-2.56121,6
ES020ESPF004300404,ES,41.73256,-1.89045,1
ES020ESPF004300405,ES,41.70337,-2.05439,2
ES020ESPF004300406,ES,41.73474,-2.88982,1
ES020ESPF004300407,ES,41.71200,-2.80156,2
ES020ESPF004300409,ES,41.57719,-4.61774,7
ES020ESPF004300410,ES,41.75031,-3.51329,5
ES020ESPF004300411,ES,41.69445,-2.44196,6
ES020ESPF004300412,ES,41.48069,-5.29007,7
ES020ESPF004300413,ES,41.48688,-2.94736,1
ES020ESPF004300414,ES,41.50806,-3.10374,4
ES020ESPF004300415,ES,41.64098,-2.50642,1
ES020ESPF004300417,ES,41.37760,-4.43041,6
ES020ESPF004300418,ES,41.08252,-4.12450,4
ES020ESPF004300419,ES,41.44152,-4.46425,3
ES020ESPF004300420,ES,41.52919,-4.70297,15
ES020ESPF004300421,ES,41.53502,-4.07358,3
ES020ESPF004300422,ES,41.42205,-3.53016,2
ES020ESPF004300423,ES,41.48796,-3.06704,2
ES020ESPF004300424,ES,41.46448,-4.76239,8
ES020ESPF004300425,ES,41.34787,-2.89385,6
ES020ESPF004300426,ES,41.43828,-2.80717,2
ES020ESPF004300427,ES,41.48049,-5.57441,4
ES020ESPF004300428,ES,41.40404,-5.80700,1
ES020ESPF004300429,ES,40.93430,-4.35528,6
ES020ESPF004300430,ES,41.14584,-4.33228,5
ES020ESPF004300431,ES,41.11838,-4.43533,4
ES020ESPF004300433,ES,41.30837,-3.25990,4
ES020ESPF004300435,ES,41.11757,-5.35364,4
ES020ESPF004300436,ES,41.26272,-5.36015,3
ES020ESPF004300437,ES,41.34900,-3.66765,4
ES020ESPF004300438,ES,41.29344,-3.71318,5
ES020ESPF004300439,ES,40.91701,-4.98870,2
ES020ESPF004300441,ES,41.17852,-6.48826,3
ES020ESPF004300442,ES,,,12
ES020ESPF004300444,ES,41.20377,-5.67444,3
ES020ESPF004300445,ES,41.13350,-5.64656,4
ES020ESPF004300446,ES,41.15031,-3.78971,4
ES020ESPF004300447,ES,,,7
ES020ESPF004300449,ES,41.03492,-5.74175,5
ES020ESPF004300450,ES,41.05842,-5.82302,9
ES020ESPF004300451,ES,41.05364,-5.09004,4
ES020ESPF004300452,ES,,,7
ES020ESPF004300453,ES,40.81747,-6.73554,7
ES020ESPF004300456,ES,40.94939,-6.41076,6
ES020ESPF004300458,ES,40.72640,-6.24066,1
ES020ESPF004300459,ES,40.80035,-6.38790,1
ES020ESPF004300460,ES,40.96150,-4.09016,3
ES020ESPF004300461,ES,40.93192,-4.13398,6
ES020ESPF004300463,ES,40.87616,-4.14189,9
ES020ESPF004300464,ES,40.92192,-4.18569,4
ES020ESPF004300465,ES,40.69976,-5.02968,3
ES020ESPF004300466,ES,,,12
ES020ESPF004300467,ES,40.69438,-5.34323,1
ES020ESPF004300468,ES,40.62192,-6.78839,2
ES020ESPF004300469,ES,40.75537,-6.75570,6
ES020ESPF004300470,ES,40.82542,-6.77949,4
ES020ESPF004300471,ES,40.81663,-6.82189,3
ES020ESPF004300472,ES,40.82823,-4.35689,1
ES020ESPF004300474,ES,40.72295,-4.57717,3
ES020ESPF004300475,ES,40.78278,-4.49906,1
ES020ESPF004300476,ES,40.72802,-6.81981,2
ES020ESPF004300477,ES,40.62259,-6.12594,2
ES020ESPF004300478,ES,40.58916,-6.12362,7
ES020ESPF004300479,ES,,,4
ES020ESPF004300480,ES,40.64593,-6.39757,4
ES020ESPF004300481,ES,40.64641,-5.95796,3
ES020ESPF004300482,ES,40.68860,-4.40181,3
ES020ESPF004300483,ES,,,8
ES020ESPF004300485,ES,40.63823,-4.67018,4
ES020ESPF004300487,ES,40.53201,-4.99211,3
ES020ESPF004300488,ES,,,8
ES020ESPF004300489,ES,40.55853,-4.86257,4
ES020ESPF004300490,ES,40.35647,-5.52862,1
ES020ESPF004300491,ES,40.47988,-6.38477,3
ES020ESPF004300492,ES,40.46610,-6.36301,5
ES020ESPF004300493,ES,40.46580,-6.41959,1
ES020ESPF004300494,ES,40.51393,-5.50479,1
ES020ESPF004300495,ES,40.52673,-5.26219,2
ES020ESPF004300496,ES,40.46750,-5.33076,5
ES020ESPF004300497,ES,40.47566,-5.42437,2
ES020ESPF004300498,ES,40.43716,-6.54957,3
ES020ESPF004300499,ES,,,11
ES020ESPF004300500,ES,40.38027,-6.69492,4
ES020ESPF004300501,ES,40.33887,-6.53318,3
ES020ESPF004300502,ES,,,8
ES020ESPF004300503,ES,40.39943,-5.42615,3
ES020ESPF004300505,ES,40.30370,-5.40259,11
ES020ESPF004300506,ES,40.29318,-5.42879,2
ES020ESPF004300508,ES,41.87654,-6.47367,2
ES020ESPF004300509,ES,41.85239,-7.60707,4
ES020ESPF004300510,ES,41.94455,-7.18391,4
ES020ESPF004300511,ES,41.78381,-6.54395,1
ES020ESPF004300512,ES,41.82095,-7.40432,3
ES020ESPF004300513,ES,41.88228,-7.36095,5
ES020ESPF004300514,ES,40.74068,-4.25265,3
ES020ESPF004300515,ES,42.75129,-5.14825,6
ES020ESPF004300516,ES,41.62962,-3.99979,6
ES020ESPF004300517,ES,41.45329,-3.98156,5
ES020ESPF004300526,ES,42.34121,-3.69409,9
ES020ESPF004300540,ES,,,9
ES020ESPF004300543,ES,,,7
ES020ESPF004300545,ES,43.07017,-5.16151,2
ES020ESPF004300546,ES,43.05387,-5.32000,4
ES020ESPF004300548,ES,43.05535,-4.96668,2
ES020ESPF004300549,ES,,,6
ES020ESPF004300550,ES,42.63916,-5.60700,5
ES020ESPF004300551,ES,42.95333,-6.04711,1
ES020ESPF004300552,ES,42.94288,-6.07399,1
ES020ESPF004300553,ES,,,8
ES020ESPF004300555,ES,42.95419,-5.13825,2
ES020ESPF004300556,ES,42.96069,-4.75930,3
ES020ESPF004300557,ES,42.93718,-4.44611,4
ES020ESPF004300558,ES,42.81928,-6.13254,1
ES020ESPF004300559,ES,42.80519,-4.99109,2
ES020ESPF004300560,ES,42.88908,-4.58773,1
ES020ESPF004300561,ES,42.85100,-4.25809,1
ES020ESPF004300562,ES,42.86599,-4.21900,2
ES020ESPF004300563,ES,42.90754,-4.87118,1
ES020ESPF004300565,ES,42.78799,-4.72991,4
ES020ESPF004300567,ES,42.66245,-4.65790,4
ES020ESPF004300568,ES,,,10
ES020ESPF004300569,ES,42.79264,-4.27011,1
ES020ESPF004300570,ES,42.62498,-4.32342,1
ES020ESPF004300571,ES,42.68086,-5.64846,3
ES020ESPF004300573,ES,42.63100,-6.05545,2
ES020ESPF004300574,ES,42.54284,-4.09865,8
ES020ESPF004300575,ES,42.57792,-5.92748,2
ES020ESPF004300577,ES,42.22464,-3.59312,2
ES020ESPF004300578,ES,42.23010,-3.97262,6
ES020ESPF004300579,ES,41.91634,-5.24095,3
ES020ESPF004300580,ES,41.81314,-5.47013,6
ES020ESPF004300581,ES,41.68845,-5.65238,6
ES020ESPF004300582,ES,42.59283,-5.87437,3
ES020ESPF004300585,ES,42.30458,-4.50287,7
ES020ESPF004300586,ES,42.71205,-4.82167,4
ES020ESPF004300587,ES,,,17
ES020ESPF004300588,ES,42.07448,-4.22852,13
ES020ESPF004300589,ES,42.46131,-5.39898,5
ES020ESPF004300591,ES,42.37460,-5.52625,3
ES020ESPF004300592,ES,42.36690,-3.63059,12
ES020ESPF004300593,ES,42.18816,-6.08619,3
ES020ESPF004300594,ES,42.34408,-3.92695,4
ES020ESPF004300595,ES,42.33507,-6.04376,1
ES020ESPF004300596,ES,42.39498,-4.82715,2
ES020ESPF004300597,ES,42.28939,-4.74895,1
ES020ESPF004300598,ES,42.27975,-6.10795,3
ES020ESPF004300599,ES,42.31739,-5.55950,4
ES020ESPF004300600,ES,42.27794,-5.16569,2
ES020ESPF004300601,ES,42.29602,-5.78069,1
ES020ESPF004300602,ES,,,9
ES020ESPF004300604,ES,42.12390,-6.32677,5
ES020ESPF004300605,ES,42.06353,-6.33814,4
ES020ESPF004300607,ES,42.16355,-3.14344,1
ES020ESPF004300608,ES,42.17324,-6.76996,3
ES020ESPF004300610,ES,,,8
ES020ESPF004300611,ES,42.01486,-3.30812,5
ES020ESPF004300612,ES,42.10295,-3.81106,4
ES020ESPF004300613,ES,,,15
ES020ESPF004300616,ES,42.09639,-3.42977,1
ES020ESPF004300617,ES,42.10997,-3.13715,3
ES020ESPF004300618,ES,42.38380,-5.70457,10
ES020ESPF004300619,ES,41.97441,-7.06014,6
ES020ESPF004300620,ES,41.95735,-6.63611,2
ES020ESPF004300621,ES,42.02755,-2.50905,3
ES020ESPF004300623,ES,,,12
ES020ESPF004300624,ES,41.95715,-6.71289,2
ES020ESPF004300625,ES,,,9
ES020ESPF004300627,ES,,,10
ES020ESPF004300629,ES,41.84652,-2.47253,2
ES020ESPF004300630,ES,41.81569,-2.49427,2
ES020ESPF004300631,ES,41.95692,-2.69354,1
ES020ESPF004300632,ES,41.99785,-3.95625,6
ES020ESPF004300633,ES,41.82037,-6.27468,2
ES020ESPF004300634,ES,,,7
ES020ESPF004300635,ES,41.88249,-2.32210,2
ES020ESPF004300636,ES,41.88309,-5.71459,6
ES020ESPF004300637,ES,41.90240,-2.82823,3
ES020ESPF004300638,ES,41.87883,-2.64677,2
ES020ESPF004300639,ES,41.82110,-2.38286,2
ES020ESPF004300640,ES,41.86917,-4.28898,9
ES020ESPF004300641,ES,41.83196,-5.91810,2
ES020ESPF004300642,ES,41.81031,-4.39368,12
ES020ESPF004300643,ES,41.82651,-3.40012,8
ES020ESPF004300644,ES,,,3
